X,Y,Z
-3.7459781804449763,-3.701776961401543,13.285184548905512
-3.6268689336779576,0.33786274383734316,9.267909133692232
-2.472787465409085,-0.11604913802437533,12.153131251552976
-1.3509399684725625,-1.4706525594503335,10.66402400026589
-3.5122423109909375,-4.571850452590125,13.981518460981185
-3.882792023429547,-4.752954682238747,10.030107318091037
-3.3029177013916686,1.6840973498446594,13.048323368503631
-1.324367845491734,-3.1258149848960324,12.285136628715016
-3.3744862513526614,4.011688330219837,10.181617748320052
-3.3600075163131864,-3.6078975318426734,12.287267345006747
-3.1299817053144205,5.321322226364279,13.535881658259893
-1.2068065780470687,1.7978662419157407,12.779763342826294
-1.2659203587358974,5.441846295487451,9.818081303754886
-1.2054608208428665,3.6328948279831472,10.27630645371503
-3.6703485887070966,-1.9519379391478884,11.007432019588748
-2.3675830485610296,-3.610374524320143,8.430036857449092
-3.7277592077941537,1.7390983916934282,13.910260593324024
-3.006287554013262,0.2109497066564856,11.338908712404212
-0.6707898307782267,0.5480813545441681,13.26794256013415
-3.966931341219981,-3.6979745346120194,11.821186703601226
-1.5909878698224835,0.3528563486844689,11.693991050530595
-0.9356503417152489,-3.3339718148815702,9.141122744462585
-3.130978605695721,5.547416919741762,9.436612563847179
-1.634339740975506,2.945647284927415,13.972690528187632
-2.509353979380791,1.4585301519378815,8.449359130263037
-2.9873915375785747,-3.153621590158679,12.078605266927621
-1.750288780289412,1.6808208197729257,8.674037194769708
-3.656488970653669,5.650368698942872,11.148363254295157
-2.7831288342233247,-0.0914642026967778,13.611836306085124
-0.8783349092619308,-3.109449026600619,10.025581108915501
-1.3770835342942491,3.874689575897479,10.234839491138505
-0.9900368475315195,-0.5861811204334932,11.404430342945227
-3.8884899990549116,4.583283168761657,11.900741109212277
-0.5056627809072065,-1.285450515974202,13.26103444252141
-1.9326809725563545,4.783762763985342,9.659375838347568
-1.153207927587244,-3.909691932632436,13.774636445876105
-2.568811718563793,1.5420075635864512,12.114982982671698
-2.5051381245996565,0.5841403513303733,9.41182406328596
-0.7466944710414198,-2.125734015800028,9.79238737648361
-1.2648317543712553,-3.3807928878582243,11.63069602059493
-2.0777410845807496,-4.42723044738965,13.30958167432058
-0.6867418408821857,-4.183714543479615,11.456213767246437
-2.5019048840433853,3.5883058004547745,12.727680068185228
-3.0222370676572723,3.961590814707275,10.754626680084398
-0.9187963497886718,5.112901108612231,10.650294460361177
-2.6120161732601495,-1.5730152280666743,9.444880556460856
-2.1002302871524297,-1.9282018920479973,11.838424994050975
-1.6479874102915821,-0.06844206131370711,13.09593721921322
-2.41692191619433,-3.554100053331741,13.70377191193205
-1.4443107245404159,-3.9198500289753184,13.018737844077869
-3.093399292280338,0.5000739956195055,13.779935760104205
-2.4514976071691557,-1.4962507413894013,9.744218059294543
-3.768190441162846,4.856828509515763,9.987562206456595
-3.973671336532989,4.912877153412939,9.846925542828032
-2.510945380392039,2.2762629098325,13.327453428480599
-2.7011507038418285,1.5009597206093845,14.027272465842362
-2.5020853446556477,-1.1993746637008145,12.790695555967213
-3.4701504458038923,-0.5333433684678202,8.906830665126316
-1.9443293055940885,-1.511641156375434,9.056829827434287
-3.4655970463465766,-1.0130292895290243,11.043889496452989
-3.9651742327246975,-0.673244154565162,9.533087272061977
-3.8182072165927923,4.199914649047626,14.11035755478672
-1.214076727385193,-2.2347974626637934,12.648227922703441
-1.4241777589802775,1.3865968803135216,9.175360151313399
-3.5764770836663744,-2.779705627960293,10.84504554472675
-2.9642045187577026,-4.699244539445268,13.133225485473764
-1.5370426477554773,-4.0785461292801415,9.12786678806378
-0.950736099770106,1.1220537780350215,11.832323095926704
-1.3737034647470305,-4.046801443091663,9.091694486855202
-3.7565375392001723,-0.6213429700700797,13.90139688579537
-2.3599395938090804,3.619024576550558,10.902582506409484
-1.6914848654407182,-4.662111213760633,12.984476362349675
-1.7062066817961359,-0.6695225138968786,8.542629895299605
-2.6157043764214283,-1.2397041008252176,12.744314754422167
-3.2925095884982376,-2.328186294461576,11.680762309898785
-3.038245908243339,-3.0975689412399676,12.296479980204458
-2.2299266766617167,-4.8770429599167775,11.17472832836451
-2.1411478374837944,-3.0212465438062273,8.58663614418575
-1.1823715241047683,1.4177082957751441,10.55407276160317
-2.613322915018319,3.830082769721633,8.367543271531652
-2.1177501949366127,3.6687551456177534,12.859173439086458
-0.7778666650481565,4.1840886066446625,8.89948575120034
-2.0179506190093663,5.446263051420493,13.347611452404667
-2.630690602590766,2.8642319582140745,12.33664803744913
-0.8140743657945921,5.267304199765086,12.44808336038641
-2.1761213786296767,5.280398535771084,11.661905081698986
-1.1185976447552761,-2.3308756779781405,9.964383845505127
-3.080294082298887,-4.581833882966207,12.98859924396844
-2.751414057411674,4.699281375303382,12.20808441332344
-0.7843815338174975,-2.80007939311089,12.248994092172898
-1.9580693383343375,5.022099717851633,10.807081275130493
-2.5609362182643034,2.9883383559408623,11.653436114671294
-2.2770475410953783,3.5023100603112844,13.0622975543656
-3.5233648614983544,4.334338130063321,9.564643876868594
-2.6201146942441307,-3.4634654436066374,8.319119378088118
-1.5480975245834343,2.4848010074651556,9.744783480349131
-0.6563970433521784,-0.28879411857594217,8.847176102454723
-0.6792748427443209,-3.4832503352313005,9.834427688586109
-2.695394384685546,-2.6956413231915315,9.930854372093005
-1.18434710262194,4.13737442587578,8.911102585506436
-2.6088334878090307,1.7255638944016152,10.658077912595868
-1.8913241154577172,3.7477735787731525,8.940304685746089
-1.2111388728606691,-3.4617292392439403,13.93681050628992
-1.8078018230483335,2.3746116926760497,11.44767249662364
-1.4540438264237903,3.0105832068533163,10.059142176071248
-2.4692843253886467,5.074621905247838,11.2868527888536
-1.0517704856578458,-1.8625025595960065,9.37150552283125
-0.6279526952464276,3.3860605048106294,9.78031007821186
-3.367687130309232,1.5951060925540599,9.347673362804887
-0.7331384777252641,5.010107371528369,13.67356340482623
-3.0815223932788194,4.374335983011855,12.97844392135908
-0.8620597604903111,3.06293459077221,10.991919354741622
-1.8604155841697518,-0.15844881519312093,9.90040999972469
-2.733423467414903,-1.6064660312973689,10.39483254932435
-1.7403009837947145,-0.011029042361062835,13.680088309777553
-2.262788351297707,2.4252501369986197,12.550779393098288
-0.9542818151010533,2.7793726483090637,9.642921085431158
-3.8995022449119627,-1.7970762334584678,13.488480585895786
-0.9088149582134699,2.8657703525576705,13.299854056957795
-2.446323786667934,0.41456992119274627,8.517877155205749
-2.195375128284232,-0.951699054850331,12.210914416581161
-0.9560054717448239,-0.5543052526391969,11.192933914657303
-0.8464321650046278,4.594694343210103,12.404457755387597
-1.9463021892500714,1.2996997648312325,11.084408769112652
-2.029746587539545,-0.8020163867545174,11.879813953255207
-3.0141933813967934,4.7063276228779145,8.541404120752114
-2.115122053723476,-4.321022424455483,9.293471539042907
-3.8353934212328724,4.411624264052078,11.292929474566511
-2.2992674968912503,0.623589987189991,12.496563700818577
-1.7000470907317857,-4.050031550935603,11.20887177082813
-0.6338570661920531,2.9346597195632738,13.771337187407413
-1.3988682377164854,-1.5965544332221229,9.896826240192013
-1.2953379975841708,3.086822582738832,13.893985041175345
-3.2089221635069665,2.480004918254644,10.232431528156651
-3.856252541205287,-0.10282104081191168,13.574063766757337
-1.4439349746629806,5.250987137457294,9.994474577337481
-1.572234119172438,5.29389941265751,12.452951758958612
-3.5701624363316142,-2.740862315082518,9.005321864754366
-1.6307223558936847,1.6111916725645825,10.552839391745556
-2.1609459300655116,1.2583431333573643,10.65426121982281
-1.482762184998493,-2.999448047800762,8.736013658283044
-1.597303839605885,3.2547942989799736,12.42275075442119
-2.0987639051425115,-4.7709084197461475,10.362326192277873
-1.4956788174333013,-4.69411658843641,12.071188826436872
-2.23840330880302,2.2265345303274255,12.418217964023661
-3.3389993050435107,0.6134486120066303,12.099245239563722
-3.118727206991106,3.715371346048597,10.45357169319021
-3.8069856297077154,-4.050607258845882,9.315143208421036
-3.9491267644929233,-2.509251761460582,13.031784510673582
-3.151041434906783,-2.7025649121107294,10.93458629699817
-1.8393006856050151,-0.5159455487046714,13.96586182084473
-2.502030347928019,3.275770483669975,10.284077746389796
-3.443922132382336,-1.6615906554346966,13.88408066526282
-1.7567610906418731,-2.3204260653567683,12.139831654075428
-2.4891764279500666,3.0827619368799954,12.940554049480493
-1.5269737520760223,0.9394754426921361,9.224893492073146
-0.66933427429456,5.292251359786782,9.447277575698191
-1.5306586236759334,-0.5140633527576277,13.283150290290173
-1.1959699509633612,-0.07242786324894634,9.004067323979736
-3.4724845060744354,-0.4679708117861514,8.942721996122826
-2.735468210279834,3.167407523335388,8.615163530632717
-3.0510218594008096,2.7563155842357725,11.090237024478242
-1.23551299519667,-0.3846032181647665,8.489296142972758
-2.932745867628782,3.276170518861692,13.619329210263903
-2.810568827773589,3.8936911420760136,9.327820549529417
-0.7936393958017547,-3.6251929982820137,13.279407543588572
-0.6963585643356751,4.250841334026177,11.816467913932474
-0.7744300717063846,-1.941184796303244,13.531581760523693
-1.254638956158853,1.7298660053023402,12.086315327712583
-2.223155381209266,5.282294261722335,11.831436665901542
-1.5528660325615542,1.8331281531188157,13.608889849174332
-2.5278511688593936,5.276132661803439,8.882053295789607
-2.568486309213763,2.4373013776725996,12.826572285692723
-2.4634387196576224,-0.7104876610991724,11.377039161720072
-2.268763990689754,-4.2442366365578525,9.632945085696015
-1.391350558054686,-1.5119625589435919,9.089937522677095
-2.325820452846806,-3.0654160320797086,10.348130228591529
-2.7462017081924914,2.6646904735534305,9.298803695603548
-2.5464866169166998,-1.5552330506490244,12.48058621134352
-3.5996778936997047,2.319442486827195,11.170084545900366
-2.603844119535088,-3.757458828525235,13.101380330795319
-2.447391852937577,-1.927230873060695,9.232278577806472
-1.2384566926793243,3.419066385799253,9.728286805784059
-2.193576756178124,-0.4639042087093115,12.06202841533251
-1.2403226392923372,5.6031487600366745,11.597631297227979
-2.6643555992878643,-2.7179810680022785,11.855584583528305
-1.4056254439782396,5.1747931309776405,10.748015978327896
-0.962438260240714,5.413807084514493,10.803060767378726
-3.8558371305891685,1.3636195035069987,10.876350081587203
-1.4735313577026519,-0.24524020468177277,11.817209379978431
-1.7118659463771309,5.732715760100566,13.387369093303661
-2.7050100018435153,-2.8549176994833303,10.890683838064822
-2.3876207893710313,3.4035852487106038,12.09248005749737
-3.3463205529691074,3.3748717093595744,10.36542820186748
-3.6282035645786936,5.14865443482017,8.783931838100255
-3.7303906968262224,2.3410200236803025,12.979221495290082
-1.7050664270558769,2.447261574746281,11.009513718255935
-3.328875256670244,5.265459126354848,9.806430544292146
-2.1615991486834343,-0.6549493709636351,11.46514513582917
-1.0828265327803952,5.258543384111199,10.447468061935552
-3.03607637028815,3.4557676127391233,11.106348227746997
-1.1730182342739202,4.2378883475064875,9.883854466471051
-1.076958179365287,-2.324480398713198,11.419537450802576
-2.4301882313665377,-1.7357653979736032,13.017858447099755
-2.113225036696479,2.005925536725983,12.413429004643397
-0.7956654558387868,-1.0999579652134597,10.192629887142486
-3.807068375401965,-2.9890408207718258,11.332734647873583
-3.851919780669425,-4.407743135256398,13.521066506024344
-3.0736020995879576,5.1499036881629365,10.233227236608858
-2.4779489997040645,-0.5303904208230836,13.465820608452262
-0.6372906045062434,-2.724191156602137,12.012185753822054
-0.9524343246662919,-4.497734810034314,13.21906202262853
-3.215622679008929,1.4599013321930991,8.551648801909293
-3.7924207006565,4.473905799871453,14.072432868881123
-1.4479562306204188,-2.7953154987159947,14.119961110424573
-2.705994380911988,-1.021973731723616,14.159639885530908
-1.0107999026361334,-0.35664158747430896,13.529014168418632
-1.4418056676248336,2.4800849432834378,13.123464112925554
