X,Y,Z
-451.4940256801964,-625.5825980289462,-721.64785719975
133.31176069780847,360.3009338687148,657.0482507138054
-634.3740535134974,-188.40044615737474,-2.2606080845646375
-237.24610273880137,-216.35104899741077,-973.0761248359139
-127.96433036323117,-100.67311183023912,-541.1319229422959
-188.92151810153632,-146.44139044651968,-758.4469223464383
-583.4601372101009,-983.4130080693126,-742.7205068780887
613.15572826979,29.80835173070175,797.4749603437108
192.61312687016866,666.5876142222027,889.6954997221228
19.27143243725581,693.841558207565,826.1785746408366
618.3001458052196,943.5545105759171,752.5301022043129
-632.5038670045031,-863.1680149168544,-170.01521223811596
975.1718190843008,368.5051337212382,978.5581616162797
-386.99988203551914,-399.05478133304007,-918.9150769557664
-220.72528371540034,-756.2494667133617,-619.703013663004
-236.8536381472769,-362.4278873038809,-810.6483773227519
210.4940800936235,339.08422101464674,592.8440551148005
959.1810280376262,396.05973117284447,407.5311863742392
-743.0926549859643,-121.06834187391075,-361.56473924724696
-517.7987924390757,-391.13094697795566,-902.6798240594118
-6.169980335796936,-636.0875598582186,-450.874349044964
98.18571676671411,857.6075640368322,968.3177168175804
32.51579043199809,684.3755228822224,129.6761994124214
-246.19436301258452,-499.91998595473063,-327.4713639137626
-377.58254967767414,-626.5127552933911,-748.5009445024598
-27.526382546450463,-296.3860984378074,-694.4654333127626
-30.05108641211166,-906.8390037642355,-590.4777029121601
-646.65158601401,-247.32088244330328,-387.70131420587086
463.7891517213399,610.2281415725513,738.468167582415
-757.9808628100415,-403.5402439435263,-92.25578104980104
-900.823477061988,-463.34519411942244,-890.3119232964214
526.5631402153466,206.80973989680308,614.6236108377473
659.7031710962049,278.7090239426582,302.4727433721703
101.32260593964293,629.3486116108642,295.9395701549156
-474.0681347875917,-985.0783913422855,-207.9270164225909
99.04314833286432,970.7977373355844,475.82933933902217
-288.08817653570907,-375.12772479798355,-430.332301013313
-636.0960658252563,-950.2815971645658,-899.1879849284803
690.3442890330905,174.46172471927468,745.9982560198097
-574.3001109338827,-208.1681837964279,-309.49835327453286
-285.92517712452275,-136.90979540935143,-321.3064554032446
-886.5929564593444,-161.96615410576567,-139.4439171357659
-218.76358352259012,-885.1366668421833,-434.60836143634117
622.0025414901219,542.797146340713,155.4519090314608
-709.2635697765631,-921.3375296719107,-341.15037465182684
-222.73112530558672,-587.6883828004056,-792.7820943006712
-572.2621457220787,-410.79373839184177,-34.92130248285889
-756.6487353654676,-475.8946218833388,-114.19567029360599
-689.7449092848531,-669.9707545771856,-601.704423475391
-757.727636961341,-451.4932661535298,-593.552597730099
-77.9623199182422,-310.12123499579354,-945.8297322822918
-906.3278278198909,-533.3571217914935,-373.7565118669892
526.3740369163203,837.4885604341382,983.5557371532956
-72.16995676749661,-674.0778868874781,-25.34516028959729
-376.5805811046681,-716.3021473294734,-545.9991276883413
345.8719846210162,382.90458315186186,269.8790153734731
40.11530328399956,217.09498197684152,478.9106774750646
-672.6721968218326,-566.2760068190094,-474.66008911243546
-494.83912997738247,-843.6048723742203,-96.43914393462046
946.7982469314248,47.05199030062285,987.0468239589031
550.6286564345343,405.97594252370743,829.6818993411764
534.6931660978929,853.9945481446572,640.787331548986
654.2822907142853,302.6971692567259,513.4738244171607
759.6040358747175,410.8410950053964,644.5278818391558
699.563293236719,929.6881671719708,689.6128592777865
349.6503480055314,566.3777348532601,189.43631225599194
272.3451355176567,397.8692139199674,205.7728308899633
-354.95827917412714,-18.005404595260188,-892.794504337053
63.63191302697318,189.7080585692518,924.8082649796788
622.4339559906736,582.7404556529154,36.937885144036144
-127.45085918671157,-493.8569585887297,-418.34412061101716
146.73232753503635,724.1453154028277,887.1345216994146
-392.0409720068394,-775.8493676897544,-646.3113059805262
469.1683948762927,546.5017182609921,149.2626469656368
-947.2110805832015,-252.08691969850975,-376.62997845859445
219.77771440300612,726.3951140228259,452.8106235178218
-838.5701906078233,-345.5977173326828,-506.6613399095113
-675.2226385923708,-8.941134084113173,-940.8406452033471
-239.84154612027112,-640.3413813158309,-905.5836473402649
36.68485806203077,664.7967384257081,799.6919148289011
485.2024419334766,763.5850766704025,752.6073008286991
364.4643798026587,196.38842791755346,393.09154903663716
654.1886141298812,432.5471803666045,871.9776321489425
-330.46156845093094,-959.2026451708612,-988.5584620818371
340.85089274284275,7.294626484720041,766.8447479330655
740.7780099554434,290.26252551954235,604.834668265746
687.2727122441352,340.40034459752474,759.503048864823
